0: SUCCESS | Shard: shards/shard_0.db | Value: 1176617618.0
857: SUCCESS | Shard: shards/shard_1.db | Value: 1384821955.0
858: SUCCESS | Shard: shards/shard_2.db | Value: 3524.186
859: SUCCESS | Shard: shards/shard_2.db | Value: 6323.3393
860: SUCCESS | Shard: shards/shard_1.db | Value: 3339988144.0
861: SUCCESS | Shard: shards/shard_3.db | Value: 479.5691
862: SUCCESS | Shard: shards/shard_2.db | Value: 6140.717
863: SUCCESS | Shard: shards/shard_3.db | Value: 6756.4387
864: SUCCESS | Shard: shards/shard_1.db | Value: 3235153796.0
865: SUCCESS | Shard: shards/shard_0.db | Value: 1241031465.0
866: SUCCESS | Shard: shards/shard_2.db | Value: 4812.5387
867: SUCCESS | Shard: shards/shard_2.db | Value: 4124.1407
868: SUCCESS | Shard: shards/shard_0.db | Value: 4063900087.0
869: SUCCESS | Shard: shards/shard_1.db | Value: 2985378210.0
870: SUCCESS | Shard: shards/shard_0.db | Value: 2117342780.0
871: SUCCESS | Shard: shards/shard_1.db | Value: 1273526766.0
872: SUCCESS | Shard: shards/shard_2.db | Value: 452.0721
873: SUCCESS | Shard: shards/shard_1.db | Value: 2763815505.0
874: SUCCESS | Shard: shards/shard_3.db | Value: 2467.4661
875: SUCCESS | Shard: shards/shard_1.db | Value: 2784596954.0
876: SUCCESS | Shard: shards/shard_3.db | Value: 65.3209
877: SUCCESS | Shard: shards/shard_2.db | Value: 7469.9992
878: SUCCESS | Shard: shards/shard_1.db | Value: 2816329070.0
879: SUCCESS | Shard: shards/shard_2.db | Value: 318.7318
880: SUCCESS | Shard: shards/shard_1.db | Value: 3847716193.0
881: SUCCESS | Shard: shards/shard_3.db | Value: 1258.4344
882: SUCCESS | Shard: shards/shard_2.db | Value: 2866.0347
883: SUCCESS | Shard: shards/shard_0.db | Value: 754585137.0
884: SUCCESS | Shard: shards/shard_0.db | Value: 4027674591.0
885: SUCCESS | Shard: shards/shard_1.db | Value: 2558604405.0
886: SUCCESS | Shard: shards/shard_2.db | Value: 9962.6159
887: SUCCESS | Shard: shards/shard_0.db | Value: 1544555179.0
888: SUCCESS | Shard: shards/shard_1.db | Value: 2494191257.0
889: SUCCESS | Shard: shards/shard_3.db | Value: 2074.1383
890: SUCCESS | Shard: shards/shard_3.db | Value: 516.7363
891: SUCCESS | Shard: shards/shard_0.db | Value: 1269813972.0
892: SUCCESS | Shard: shards/shard_3.db | Value: 255.9642
893: SUCCESS | Shard: shards/shard_2.db | Value: 3008.3779
894: SUCCESS | Shard: shards/shard_3.db | Value: 3352.434
895: SUCCESS | Shard: shards/shard_1.db | Value: 932490712.0
896: SUCCESS | Shard: shards/shard_0.db | Value: 3297033538.0
897: SUCCESS | Shard: shards/shard_2.db | Value: 3940.3877
898: SUCCESS | Shard: shards/shard_3.db | Value: 4240.9147
899: SUCCESS | Shard: shards/shard_3.db | Value: 7111.3319
900: SUCCESS | Shard: shards/shard_2.db | Value: 5066.7281
901: SUCCESS | Shard: shards/shard_1.db | Value: 3255164892.0
902: SUCCESS | Shard: shards/shard_1.db | Value: 3647346671.0
903: SUCCESS | Shard: shards/shard_3.db | Value: 4645.2205
904: SUCCESS | Shard: shards/shard_1.db | Value: 2190594233.0
905: SUCCESS | Shard: shards/shard_0.db | Value: 2054114727.0
906: SUCCESS | Shard: shards/shard_0.db | Value: 781303840.0
907: SUCCESS | Shard: shards/shard_1.db | Value: 1612419634.0
908: SUCCESS | Shard: shards/shard_2.db | Value: 1457.9453
909: SUCCESS | Shard: shards/shard_1.db | Value: 2613192541.0
910: SUCCESS | Shard: shards/shard_2.db | Value: 2092.8903
911: SUCCESS | Shard: shards/shard_3.db | Value: 8688.5678
912: SUCCESS | Shard: shards/shard_0.db | Value: 2738343924.0
913: SUCCESS | Shard: shards/shard_2.db | Value: 5031.5876
914: SUCCESS | Shard: shards/shard_3.db | Value: 6.107
915: SUCCESS | Shard: shards/shard_1.db | Value: 4268299023.0
916: SUCCESS | Shard: shards/shard_2.db | Value: 3805.5974
917: SUCCESS | Shard: shards/shard_3.db | Value: 8261.1355
918: SUCCESS | Shard: shards/shard_0.db | Value: 3633213363.0
919: SUCCESS | Shard: shards/shard_2.db | Value: 6283.882
920: SUCCESS | Shard: shards/shard_0.db | Value: 3522765228.0
921: SUCCESS | Shard: shards/shard_3.db | Value: 813.1644
922: SUCCESS | Shard: shards/shard_3.db | Value: 3365.8023
923: SUCCESS | Shard: shards/shard_0.db | Value: 763871533.0
924: SUCCESS | Shard: shards/shard_3.db | Value: 6229.1763
925: SUCCESS | Shard: shards/shard_1.db | Value: 2653947970.0
926: SUCCESS | Shard: shards/shard_2.db | Value: 5486.9646
927: SUCCESS | Shard: shards/shard_1.db | Value: 2803993800.0
928: SUCCESS | Shard: shards/shard_0.db | Value: 3705290499.0
929: SUCCESS | Shard: shards/shard_2.db | Value: 9217.9523
930: SUCCESS | Shard: shards/shard_1.db | Value: 730828419.0
931: SUCCESS | Shard: shards/shard_1.db | Value: 1408668548.0
932: SUCCESS | Shard: shards/shard_1.db | Value: 3472707842.0
933: SUCCESS | Shard: shards/shard_0.db | Value: 2464387946.0
934: SUCCESS | Shard: shards/shard_2.db | Value: 3004.0954
935: SUCCESS | Shard: shards/shard_2.db | Value: 6137.5679
936: SUCCESS | Shard: shards/shard_0.db | Value: 4051955482.0
937: SUCCESS | Shard: shards/shard_1.db | Value: 1557758729.0
938: SUCCESS | Shard: shards/shard_3.db | Value: 675.1627
939: SUCCESS | Shard: shards/shard_3.db | Value: 7056.5302
940: SUCCESS | Shard: shards/shard_2.db | Value: 6430.6315
941: SUCCESS | Shard: shards/shard_2.db | Value: 4633.3057
942: SUCCESS | Shard: shards/shard_1.db | Value: 1033506898.0
943: SUCCESS | Shard: shards/shard_3.db | Value: 738.5373
944: SUCCESS | Shard: shards/shard_3.db | Value: 3046.7442
945: SUCCESS | Shard: shards/shard_0.db | Value: 801113341.0
946: SUCCESS | Shard: shards/shard_0.db | Value: 1706649802.0
947: SUCCESS | Shard: shards/shard_0.db | Value: 3302007374.0
948: SUCCESS | Shard: shards/shard_3.db | Value: 3906.4431
949: SUCCESS | Shard: shards/shard_2.db | Value: 9127.3496
950: SUCCESS | Shard: shards/shard_2.db | Value: 7351.1144
951: SUCCESS | Shard: shards/shard_1.db | Value: 1167832202.0
952: SUCCESS | Shard: shards/shard_0.db | Value: 397834437.0
953: SUCCESS | Shard: shards/shard_1.db | Value: 2918015747.0
954: SUCCESS | Shard: shards/shard_2.db | Value: 6080.4109
955: SUCCESS | Shard: shards/shard_2.db | Value: 6961.637
956: SUCCESS | Shard: shards/shard_2.db | Value: 5049.437
957: SUCCESS | Shard: shards/shard_3.db | Value: 5512.3621
958: SUCCESS | Shard: shards/shard_0.db | Value: 1690730928.0
959: SUCCESS | Shard: shards/shard_1.db | Value: 3033999328.0
960: SUCCESS | Shard: shards/shard_3.db | Value: 9887.9739
961: SUCCESS | Shard: shards/shard_1.db | Value: 258914284.0
962: SUCCESS | Shard: shards/shard_2.db | Value: 3114.6152
963: SUCCESS | Shard: shards/shard_2.db | Value: 111.457
964: SUCCESS | Shard: shards/shard_3.db | Value: 20.033
965: SUCCESS | Shard: shards/shard_1.db | Value: 1476139395.0
966: SUCCESS | Shard: shards/shard_0.db | Value: 2598711083.0
967: SUCCESS | Shard: shards/shard_3.db | Value: 9805.6921
968: SUCCESS | Shard: shards/shard_2.db | Value: 7401.2908
969: SUCCESS | Shard: shards/shard_0.db | Value: 317995017.0
970: SUCCESS | Shard: shards/shard_0.db | Value: 1600772569.0
971: SUCCESS | Shard: shards/shard_1.db | Value: 1235848883.0
972: SUCCESS | Shard: shards/shard_0.db | Value: 2151645162.0
973: SUCCESS | Shard: shards/shard_1.db | Value: 1535537983.0
974: SUCCESS | Shard: shards/shard_1.db | Value: 1877425236.0
975: SUCCESS | Shard: shards/shard_3.db | Value: 551.2319
976: SUCCESS | Shard: shards/shard_3.db | Value: 9299.5593
977: SUCCESS | Shard: shards/shard_3.db | Value: 3917.5175
978: SUCCESS | Shard: shards/shard_2.db | Value: 8104.6213
979: SUCCESS | Shard: shards/shard_3.db | Value: 3774.0327
980: SUCCESS | Shard: shards/shard_3.db | Value: 1511.3016
981: SUCCESS | Shard: shards/shard_1.db | Value: 2720445792.0
982: SUCCESS | Shard: shards/shard_0.db | Value: 608490641.0
983: SUCCESS | Shard: shards/shard_1.db | Value: 462777484.0
984: SUCCESS | Shard: shards/shard_3.db | Value: 3014.7657
985: SUCCESS | Shard: shards/shard_0.db | Value: 663895778.0
986: SUCCESS | Shard: shards/shard_2.db | Value: 7498.1452
987: SUCCESS | Shard: shards/shard_0.db | Value: 468835256.0
988: SUCCESS | Shard: shards/shard_2.db | Value: 2420.1973
989: SUCCESS | Shard: shards/shard_3.db | Value: 6804.6567
990: SUCCESS | Shard: shards/shard_0.db | Value: 3827898247.0
991: SUCCESS | Shard: shards/shard_1.db | Value: 2970581057.0
992: SUCCESS | Shard: shards/shard_1.db | Value: 3726033189.0
993: SUCCESS | Shard: shards/shard_3.db | Value: 4251.2963
994: SUCCESS | Shard: shards/shard_3.db | Value: 8545.159
995: SUCCESS | Shard: shards/shard_1.db | Value: 2822722030.0
996: SUCCESS | Shard: shards/shard_3.db | Value: 1519.71
997: SUCCESS | Shard: shards/shard_1.db | Value: 1004376903.0
998: SUCCESS | Shard: shards/shard_3.db | Value: 664.4651
999: SUCCESS | Shard: shards/shard_3.db | Value: 5428.0161
1000: SUCCESS | Shard: shards/shard_1.db | Value: 735902594.0
1001: SUCCESS | Shard: shards/shard_2.db | Value: 2591.094
1002: SUCCESS | Shard: shards/shard_1.db | Value: 3433432007.0
1003: SUCCESS | Shard: shards/shard_0.db | Value: 1812100454.0
1004: SUCCESS | Shard: shards/shard_1.db | Value: 2080475224.0
1005: SUCCESS | Shard: shards/shard_0.db | Value: 4238363644.0
1006: SUCCESS | Shard: shards/shard_0.db | Value: 333368543.0
1007: SUCCESS | Shard: shards/shard_2.db | Value: 1677.9744
1008: SUCCESS | Shard: shards/shard_0.db | Value: 3485317524.0
1009: SUCCESS | Shard: shards/shard_0.db | Value: 2177936895.0
1010: SUCCESS | Shard: shards/shard_2.db | Value: 9266.8058
1011: SUCCESS | Shard: shards/shard_3.db | Value: 8065.3348
1012: SUCCESS | Shard: shards/shard_2.db | Value: 6147.6627
1013: SUCCESS | Shard: shards/shard_3.db | Value: 4178.8838
1014: SUCCESS | Shard: shards/shard_3.db | Value: 301.4365
1015: SUCCESS | Shard: shards/shard_3.db | Value: 5495.4763
1016: SUCCESS | Shard: shards/shard_0.db | Value: 1427560421.0
1017: SUCCESS | Shard: shards/shard_1.db | Value: 1258373099.0
1018: SUCCESS | Shard: shards/shard_0.db | Value: 2065885881.0
1019: SUCCESS | Shard: shards/shard_0.db | Value: 4068224636.0
1020: SUCCESS | Shard: shards/shard_0.db | Value: 3914536343.0
1021: SUCCESS | Shard: shards/shard_0.db | Value: 94616308.0
1022: SUCCESS | Shard: shards/shard_3.db | Value: 6904.2202
1023: SUCCESS | Shard: shards/shard_1.db | Value: 3501978879.0
1024: SUCCESS | Shard: shards/shard_2.db | Value: 7482.1395
1025: SUCCESS | Shard: shards/shard_2.db | Value: 8118.5004
1026: SUCCESS | Shard: shards/shard_1.db | Value: 2111448834.0
1027: SUCCESS | Shard: shards/shard_2.db | Value: 8045.4811
1028: SUCCESS | Shard: shards/shard_2.db | Value: 5544.4281
1029: SUCCESS | Shard: shards/shard_0.db | Value: 2604800305.0
1030: SUCCESS | Shard: shards/shard_0.db | Value: 3582110864.0
1031: SUCCESS | Shard: shards/shard_3.db | Value: 4902.7415
1032: SUCCESS | Shard: shards/shard_2.db | Value: 9111.7042
1033: SUCCESS | Shard: shards/shard_3.db | Value: 4485.5815
1034: SUCCESS | Shard: shards/shard_3.db | Value: 7266.7902
1035: SUCCESS | Shard: shards/shard_2.db | Value: 6204.7473
1036: SUCCESS | Shard: shards/shard_3.db | Value: 6618.2337
1037: SUCCESS | Shard: shards/shard_1.db | Value: 1888012738.0
1038: SUCCESS | Shard: shards/shard_3.db | Value: 4131.8432
1039: SUCCESS | Shard: shards/shard_1.db | Value: 2388007234.0
1040: SUCCESS | Shard: shards/shard_2.db | Value: 8490.6421
1041: SUCCESS | Shard: shards/shard_3.db | Value: 5501.8971
1042: SUCCESS | Shard: shards/shard_2.db | Value: 6906.6867
1043: SUCCESS | Shard: shards/shard_0.db | Value: 2748341386.0
1044: SUCCESS | Shard: shards/shard_2.db | Value: 746.6392
1045: SUCCESS | Shard: shards/shard_1.db | Value: 1866271869.0
1046: SUCCESS | Shard: shards/shard_0.db | Value: 974519274.0
1047: SUCCESS | Shard: shards/shard_3.db | Value: 507.033
1048: SUCCESS | Shard: shards/shard_2.db | Value: 8940.6425
1049: SUCCESS | Shard: shards/shard_2.db | Value: 8341.9834
1050: SUCCESS | Shard: shards/shard_1.db | Value: 3502881612.0
1051: SUCCESS | Shard: shards/shard_0.db | Value: 155014105.0
1052: SUCCESS | Shard: shards/shard_3.db | Value: 7551.853
1053: SUCCESS | Shard: shards/shard_0.db | Value: 2936769931.0
1054: SUCCESS | Shard: shards/shard_3.db | Value: 8688.7597
1055: SUCCESS | Shard: shards/shard_2.db | Value: 898.6152
1056: SUCCESS | Shard: shards/shard_2.db | Value: 184.3462
1057: SUCCESS | Shard: shards/shard_3.db | Value: 6903.2753
1058: SUCCESS | Shard: shards/shard_0.db | Value: 3210291297.0
1059: SUCCESS | Shard: shards/shard_1.db | Value: 3638147928.0
1060: SUCCESS | Shard: shards/shard_3.db | Value: 4355.5038
1061: SUCCESS | Shard: shards/shard_0.db | Value: 3347321526.0
1062: SUCCESS | Shard: shards/shard_1.db | Value: 4202453186.0
1063: SUCCESS | Shard: shards/shard_1.db | Value: 79462462.0
1064: SUCCESS | Shard: shards/shard_3.db | Value: 2324.4735
1065: SUCCESS | Shard: shards/shard_2.db | Value: 1917.2843
1066: SUCCESS | Shard: shards/shard_2.db | Value: 383.4323
1067: SUCCESS | Shard: shards/shard_2.db | Value: 5268.748
1068: SUCCESS | Shard: shards/shard_1.db | Value: 2040883931.0
1069: SUCCESS | Shard: shards/shard_1.db | Value: 3397241527.0
1070: SUCCESS | Shard: shards/shard_3.db | Value: 5516.3449
1071: SUCCESS | Shard: shards/shard_3.db | Value: 2674.3858
1072: SUCCESS | Shard: shards/shard_1.db | Value: 477741052.0
1073: SUCCESS | Shard: shards/shard_0.db | Value: 3946286069.0
1074: SUCCESS | Shard: shards/shard_0.db | Value: 3303550306.0
1075: SUCCESS | Shard: shards/shard_1.db | Value: 3869471775.0
1076: SUCCESS | Shard: shards/shard_3.db | Value: 791.9361
1077: SUCCESS | Shard: shards/shard_3.db | Value: 6880.6194
1078: SUCCESS | Shard: shards/shard_2.db | Value: 1768.6155
1079: SUCCESS | Shard: shards/shard_1.db | Value: 3596855778.0
1080: SUCCESS | Shard: shards/shard_3.db | Value: 21.8001
1081: SUCCESS | Shard: shards/shard_3.db | Value: 2702.3852
1082: SUCCESS | Shard: shards/shard_2.db | Value: 9210.3371
1083: SUCCESS | Shard: shards/shard_1.db | Value: 4253447493.0
1084: SUCCESS | Shard: shards/shard_0.db | Value: 436054986.0
1085: SUCCESS | Shard: shards/shard_3.db | Value: 4023.6443
1086: SUCCESS | Shard: shards/shard_1.db | Value: 3132459627.0
1087: SUCCESS | Shard: shards/shard_3.db | Value: 4276.6278
1088: SUCCESS | Shard: shards/shard_2.db | Value: 8275.379
1089: SUCCESS | Shard: shards/shard_2.db | Value: 1436.0977
1090: SUCCESS | Shard: shards/shard_0.db | Value: 345297845.0
1091: SUCCESS | Shard: shards/shard_2.db | Value: 4645.0337
1092: SUCCESS | Shard: shards/shard_1.db | Value: 466013918.0
1093: SUCCESS | Shard: shards/shard_1.db | Value: 2126145032.0
1094: SUCCESS | Shard: shards/shard_0.db | Value: 1414791674.0
1095: SUCCESS | Shard: shards/shard_2.db | Value: 5031.5687
1096: SUCCESS | Shard: shards/shard_2.db | Value: 5664.0417
1097: SUCCESS | Shard: shards/shard_3.db | Value: 5146.7151
1098: SUCCESS | Shard: shards/shard_2.db | Value: 3742.4463
1099: SUCCESS | Shard: shards/shard_2.db | Value: 6455.2702
1100: SUCCESS | Shard: shards/shard_0.db | Value: 3207072377.0
1101: SUCCESS | Shard: shards/shard_3.db | Value: 7646.5729
1102: SUCCESS | Shard: shards/shard_3.db | Value: 7667.1478
1103: SUCCESS | Shard: shards/shard_1.db | Value: 1009657226.0
1104: SUCCESS | Shard: shards/shard_1.db | Value: 3111923383.0
1105: SUCCESS | Shard: shards/shard_3.db | Value: 3961.6555
1106: SUCCESS | Shard: shards/shard_0.db | Value: 4171296120.0
1107: SUCCESS | Shard: shards/shard_2.db | Value: 4690.8036
1108: SUCCESS | Shard: shards/shard_0.db | Value: 2946343690.0
1109: SUCCESS | Shard: shards/shard_0.db | Value: 3648103848.0
1110: SUCCESS | Shard: shards/shard_1.db | Value: 546795314.0
1111: SUCCESS | Shard: shards/shard_1.db | Value: 1836790872.0
1112: SUCCESS | Shard: shards/shard_2.db | Value: 6329.3922
1113: SUCCESS | Shard: shards/shard_1.db | Value: 1328791751.0
1114: SUCCESS | Shard: shards/shard_2.db | Value: 4131.7053
1115: SUCCESS | Shard: shards/shard_0.db | Value: 3040495811.0
1116: SUCCESS | Shard: shards/shard_1.db | Value: 3453630400.0
1117: SUCCESS | Shard: shards/shard_2.db | Value: 9385.4865
1118: SUCCESS | Shard: shards/shard_3.db | Value: 1810.1623
1119: SUCCESS | Shard: shards/shard_1.db | Value: 3544812953.0
1120: SUCCESS | Shard: shards/shard_2.db | Value: 1028.3812
1121: SUCCESS | Shard: shards/shard_3.db | Value: 5686.3875
1122: SUCCESS | Shard: shards/shard_0.db | Value: 4110315796.0
1123: SUCCESS | Shard: shards/shard_1.db | Value: 1179400687.0
1124: SUCCESS | Shard: shards/shard_2.db | Value: 816.9024
1125: SUCCESS | Shard: shards/shard_3.db | Value: 7728.3994
1126: SUCCESS | Shard: shards/shard_3.db | Value: 345.8023
1127: SUCCESS | Shard: shards/shard_1.db | Value: 1645946004.0
1128: SUCCESS | Shard: shards/shard_0.db | Value: 3487367341.0
1129: SUCCESS | Shard: shards/shard_2.db | Value: 9831.2954
1130: SUCCESS | Shard: shards/shard_0.db | Value: 3570254057.0
1131: SUCCESS | Shard: shards/shard_1.db | Value: 932906860.0
1132: SUCCESS | Shard: shards/shard_2.db | Value: 9529.329
1133: SUCCESS | Shard: shards/shard_1.db | Value: 3296953913.0
1134: SUCCESS | Shard: shards/shard_0.db | Value: 2565952412.0
1135: SUCCESS | Shard: shards/shard_2.db | Value: 6227.5824
1136: SUCCESS | Shard: shards/shard_2.db | Value: 2476.8368
1137: SUCCESS | Shard: shards/shard_2.db | Value: 4701.415
1138: SUCCESS | Shard: shards/shard_0.db | Value: 2291041307.0
1139: SUCCESS | Shard: shards/shard_1.db | Value: 776020114.0
1140: SUCCESS | Shard: shards/shard_3.db | Value: 8940.5903
1141: SUCCESS | Shard: shards/shard_2.db | Value: 9621.9982
1142: SUCCESS | Shard: shards/shard_0.db | Value: 3310381793.0
1143: SUCCESS | Shard: shards/shard_0.db | Value: 2207607888.0
1144: SUCCESS | Shard: shards/shard_2.db | Value: 5136.1708
1145: SUCCESS | Shard: shards/shard_2.db | Value: 7992.4634
1146: SUCCESS | Shard: shards/shard_0.db | Value: 3784281997.0
1147: SUCCESS | Shard: shards/shard_0.db | Value: 1304812208.0
1148: SUCCESS | Shard: shards/shard_3.db | Value: 8792.4824
1149: SUCCESS | Shard: shards/shard_2.db | Value: 8361.4157
1150: SUCCESS | Shard: shards/shard_1.db | Value: 1291826196.0
1151: SUCCESS | Shard: shards/shard_3.db | Value: 9812.4016
1152: SUCCESS | Shard: shards/shard_1.db | Value: 1418513764.0
1153: SUCCESS | Shard: shards/shard_1.db | Value: 1520374316.0
1154: SUCCESS | Shard: shards/shard_1.db | Value: 638391984.0
1155: SUCCESS | Shard: shards/shard_1.db | Value: 738889092.0
1156: SUCCESS | Shard: shards/shard_0.db | Value: 2729214080.0
1157: SUCCESS | Shard: shards/shard_1.db | Value: 1773936885.0
1158: SUCCESS | Shard: shards/shard_3.db | Value: 9768.263
1159: SUCCESS | Shard: shards/shard_2.db | Value: 451.9908
1160: SUCCESS | Shard: shards/shard_2.db | Value: 8732.0504
1161: SUCCESS | Shard: shards/shard_2.db | Value: 7738.1588
1162: SUCCESS | Shard: shards/shard_0.db | Value: 1435259252.0
1163: SUCCESS | Shard: shards/shard_0.db | Value: 2414037373.0
1164: SUCCESS | Shard: shards/shard_1.db | Value: 2732400909.0
1165: SUCCESS | Shard: shards/shard_3.db | Value: 9569.4607
1166: SUCCESS | Shard: shards/shard_3.db | Value: 9046.3703
1167: SUCCESS | Shard: shards/shard_0.db | Value: 3652019839.0
1168: SUCCESS | Shard: shards/shard_1.db | Value: 2262603423.0
1169: SUCCESS | Shard: shards/shard_0.db | Value: 1989396922.0
1170: SUCCESS | Shard: shards/shard_1.db | Value: 1763877434.0
1171: SUCCESS | Shard: shards/shard_0.db | Value: 1014188927.0
1172: SUCCESS | Shard: shards/shard_2.db | Value: 499.3839
1173: SUCCESS | Shard: shards/shard_2.db | Value: 3963.4421
1174: SUCCESS | Shard: shards/shard_3.db | Value: 2218.5858
1175: SUCCESS | Shard: shards/shard_2.db | Value: 956.8007
1176: SUCCESS | Shard: shards/shard_0.db | Value: 1742048314.0
1177: SUCCESS | Shard: shards/shard_1.db | Value: 3018155897.0
1178: SUCCESS | Shard: shards/shard_2.db | Value: 5257.7457
1179: SUCCESS | Shard: shards/shard_0.db | Value: 1606444592.0
1180: SUCCESS | Shard: shards/shard_3.db | Value: 2242.9537
1181: SUCCESS | Shard: shards/shard_3.db | Value: 2507.3392
1182: SUCCESS | Shard: shards/shard_3.db | Value: 8329.0245
1183: SUCCESS | Shard: shards/shard_0.db | Value: 1326504516.0
1184: SUCCESS | Shard: shards/shard_2.db | Value: 5731.9302
1185: SUCCESS | Shard: shards/shard_0.db | Value: 1988170373.0
1186: SUCCESS | Shard: shards/shard_2.db | Value: 5357.4338
1187: SUCCESS | Shard: shards/shard_0.db | Value: 2183822722.0
1188: SUCCESS | Shard: shards/shard_0.db | Value: 1995029433.0
1189: SUCCESS | Shard: shards/shard_0.db | Value: 2799503695.0
1190: SUCCESS | Shard: shards/shard_2.db | Value: 8379.7675
1191: SUCCESS | Shard: shards/shard_0.db | Value: 3067312341.0
1192: SUCCESS | Shard: shards/shard_2.db | Value: 2641.8764
1193: SUCCESS | Shard: shards/shard_1.db | Value: 71062948.0
1194: SUCCESS | Shard: shards/shard_1.db | Value: 3756245901.0
1195: SUCCESS | Shard: shards/shard_3.db | Value: 8899.5742
1196: SUCCESS | Shard: shards/shard_3.db | Value: 4266.242
1197: SUCCESS | Shard: shards/shard_3.db | Value: 5723.4764
1198: SUCCESS | Shard: shards/shard_0.db | Value: 1418450651.0
1199: SUCCESS | Shard: shards/shard_3.db | Value: 8695.5727
1200: SUCCESS | Shard: shards/shard_1.db | Value: 1564838715.0
1201: SUCCESS | Shard: shards/shard_1.db | Value: 3530332865.0
1202: SUCCESS | Shard: shards/shard_1.db | Value: 1258832074.0
1203: SUCCESS | Shard: shards/shard_2.db | Value: 350.8761
1204: SUCCESS | Shard: shards/shard_0.db | Value: 875127254.0
1205: SUCCESS | Shard: shards/shard_3.db | Value: 12.9807
1206: SUCCESS | Shard: shards/shard_1.db | Value: 3085440730.0
1207: SUCCESS | Shard: shards/shard_3.db | Value: 9235.0208
1208: SUCCESS | Shard: shards/shard_2.db | Value: 8369.7909
1209: SUCCESS | Shard: shards/shard_3.db | Value: 3171.6986
1210: SUCCESS | Shard: shards/shard_3.db | Value: 7407.7326
1211: SUCCESS | Shard: shards/shard_3.db | Value: 1010.2758
1212: SUCCESS | Shard: shards/shard_0.db | Value: 2658775276.0
1213: SUCCESS | Shard: shards/shard_2.db | Value: 2287.2017
1214: SUCCESS | Shard: shards/shard_0.db | Value: 2234527424.0
1215: SUCCESS | Shard: shards/shard_1.db | Value: 2895145899.0
1216: SUCCESS | Shard: shards/shard_1.db | Value: 3779197294.0
1217: SUCCESS | Shard: shards/shard_1.db | Value: 2784076072.0
1218: SUCCESS | Shard: shards/shard_2.db | Value: 1382.5207
1219: SUCCESS | Shard: shards/shard_1.db | Value: 1915025666.0
1220: SUCCESS | Shard: shards/shard_1.db | Value: 3734800404.0
1221: SUCCESS | Shard: shards/shard_0.db | Value: 867735107.0
1222: SUCCESS | Shard: shards/shard_3.db | Value: 6650.322
1223: SUCCESS | Shard: shards/shard_3.db | Value: 1285.8018
1224: SUCCESS | Shard: shards/shard_1.db | Value: 2236401591.0
1225: SUCCESS | Shard: shards/shard_1.db | Value: 493482845.0
1226: SUCCESS | Shard: shards/shard_3.db | Value: 4568.9904
1227: SUCCESS | Shard: shards/shard_1.db | Value: 3738243654.0
1228: SUCCESS | Shard: shards/shard_3.db | Value: 8636.7514
1229: SUCCESS | Shard: shards/shard_1.db | Value: 611099542.0
1230: SUCCESS | Shard: shards/shard_2.db | Value: 5100.1645
1231: SUCCESS | Shard: shards/shard_0.db | Value: 1861903086.0
1232: SUCCESS | Shard: shards/shard_2.db | Value: 8972.4689
1233: SUCCESS | Shard: shards/shard_0.db | Value: 3464330136.0
1234: SUCCESS | Shard: shards/shard_0.db | Value: 966413158.0
1235: SUCCESS | Shard: shards/shard_0.db | Value: 966413158.0
1236: SUCCESS | Shard: shards/shard_1.db | Value: 733494276.0
1237: SUCCESS | Shard: shards/shard_0.db | Value: 3926571959.0
1238: SUCCESS | Shard: shards/shard_0.db | Value: 4269372989.0
1239: SUCCESS | Shard: shards/shard_3.db | Value: 6660.1126
1240: SUCCESS | Shard: shards/shard_3.db | Value: 1682.197
1241: SUCCESS | Shard: shards/shard_2.db | Value: 7715.5087
1242: SUCCESS | Shard: shards/shard_3.db | Value: 4181.7988
1243: SUCCESS | Shard: shards/shard_2.db | Value: 5767.4216
1244: SUCCESS | Shard: shards/shard_3.db | Value: 8143.9699
1245: SUCCESS | Shard: shards/shard_1.db | Value: 2546285623.0
1246: SUCCESS | Shard: shards/shard_2.db | Value: 7541.2803
1247: SUCCESS | Shard: shards/shard_3.db | Value: 3225.9193
1248: SUCCESS | Shard: shards/shard_1.db | Value: 2122276079.0
1249: SUCCESS | Shard: shards/shard_0.db | Value: 1165057402.0
1250: SUCCESS | Shard: shards/shard_2.db | Value: 1167.7512
1251: SUCCESS | Shard: shards/shard_0.db | Value: 2833489401.0
1252: SUCCESS | Shard: shards/shard_0.db | Value: 1746392795.0
1253: SUCCESS | Shard: shards/shard_1.db | Value: 477966661.0
1254: SUCCESS | Shard: shards/shard_1.db | Value: 1563675769.0
1255: SUCCESS | Shard: shards/shard_1.db | Value: 1253747273.0
1256: SUCCESS | Shard: shards/shard_3.db | Value: 9949.0745
1257: SUCCESS | Shard: shards/shard_1.db | Value: 3130462420.0
1258: SUCCESS | Shard: shards/shard_0.db | Value: 3325064246.0
1259: SUCCESS | Shard: shards/shard_1.db | Value: 788364780.0
1260: SUCCESS | Shard: shards/shard_3.db | Value: 7651.9225
1261: SUCCESS | Shard: shards/shard_3.db | Value: 2502.0791
1262: SUCCESS | Shard: shards/shard_1.db | Value: 2253048099.0
1263: SUCCESS | Shard: shards/shard_3.db | Value: 6062.5737
1264: SUCCESS | Shard: shards/shard_2.db | Value: 246.9577
1265: SUCCESS | Shard: shards/shard_3.db | Value: 9038.5473
1266: SUCCESS | Shard: shards/shard_2.db | Value: 220.4228
1267: SUCCESS | Shard: shards/shard_0.db | Value: 3947276957.0
